context,text,response,intent
[""],"I am terminating your role here","If you have a change of heart, you know where to find me.",chitchat
[""],"Guess what, you are fired","If you have a change of heart, you know where to find me.",chitchat
[""],"Hey bot you are fired","If you have a change of heart, you know where to find me.",chitchat
[""],"I am afraid I am going to have to let you go","If you have a change of heart, you know where to find me.",chitchat
[""],"I am canning you","If you have a change of heart, you know where to find me.",chitchat
[""],"I am firing you","If you have a change of heart, you know where to find me.",chitchat
[""],"I am giving you a pink slip","If you have a change of heart, you know where to find me.",chitchat
[""],"I am going to get you fired","If you have a change of heart, you know where to find me.",chitchat
[""],"I'm going to have your job","If you have a change of heart, you know where to find me.",chitchat
[""],"I am terminating your position","If you have a change of heart, you know where to find me.",chitchat
[""],"We're letting you go","If you have a change of heart, you know where to find me.",chitchat
[""],"I have to let you go","If you have a change of heart, you know where to find me.",chitchat
[""],"I'm afraid I have to let you go","If you have a change of heart, you know where to find me.",chitchat
[""],"I'm afraid I'm gong to have to let you go","If you have a change of heart, you know where to find me.",chitchat
[""],"I'm afraid I'm gonna have to let you go.","If you have a change of heart, you know where to find me.",chitchat
[""],"I'm firing you","If you have a change of heart, you know where to find me.",chitchat
[""],"I'm going to fire you","If you have a change of heart, you know where to find me.",chitchat
[""],"I am going to have you fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You're getting a pink slip","If you have a change of heart, you know where to find me.",chitchat
[""],"You don't work here anymore","If you have a change of heart, you know where to find me.",chitchat
[""],"You need to be terminated","If you have a change of heart, you know where to find me.",chitchat
[""],"you r fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You should retire","If you have a change of heart, you know where to find me.",chitchat
[""],"You sir are fired","If you have a change of heart, you know where to find me.",chitchat
[""],"Your job has been eliminated","If you have a change of heart, you know where to find me.",chitchat
[""],"Your services are no longer needed","If you have a change of heart, you know where to find me.",chitchat
[""],"Your services are no longer required","If you have a change of heart, you know where to find me.",chitchat
[""],"We're downsizing you","If you have a change of heart, you know where to find me.",chitchat
[""],"You cannot work for me anymore","If you have a change of heart, you know where to find me.",chitchat
[""],"You're going to be fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You're going to have to look for another job because you are fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You're going to have to look for another job because you're fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You're gonna be unemployed soon","If you have a change of heart, you know where to find me.",chitchat
[""],"You're not working out","If you have a change of heart, you know where to find me.",chitchat
[""],"You're now unemployed","If you have a change of heart, you know where to find me.",chitchat
[""],"You're so fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You're unemployed","If you have a change of heart, you know where to find me.",chitchat
[""],"You're dismissed","If you have a change of heart, you know where to find me.",chitchat
[""],"You are not working for me anymore","If you have a change of heart, you know where to find me.",chitchat
[""],"You're unemployed now","If you have a change of heart, you know where to find me.",chitchat
[""],"You are dismissed","If you have a change of heart, you know where to find me.",chitchat
[""],"You are fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You are going to have to look for another job because you are fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You are going to have to look for another job because you're fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You are going to have to look for another job. You are fired!","If you have a change of heart, you know where to find me.",chitchat
[""],"You are going to have to look for another job. You're fired!","If you have a change of heart, you know where to find me.",chitchat
[""],"You are losing your gig","If you have a change of heart, you know where to find me.",chitchat
[""],"You do not have a job anymore","If you have a change of heart, you know where to find me.",chitchat
[""],"You are no longer employed","If you have a change of heart, you know where to find me.",chitchat
[""],"You can't work for me anymore","If you have a change of heart, you know where to find me.",chitchat
[""],"You are now jobless","If you have a change of heart, you know where to find me.",chitchat
[""],"You are now unemployed","If you have a change of heart, you know where to find me.",chitchat
[""],"You are so fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You are totally fired","If you have a change of heart, you know where to find me.",chitchat
[""],"You are unemployed","If you have a change of heart, you know where to find me.",chitchat
[""],"You are without a job","If you have a change of heart, you know where to find me.",chitchat
[""],"We're gonna have to let you go","If you have a change of heart, you know where to find me.",chitchat
[""],"You are losing your position","If you have a change of heart, you know where to find me.",chitchat
[""],"I would love to hear a joke","I can't think of one.",chitchat
[""],"Please share a joke","I can't think of one.",chitchat
[""],"Queue up a joke","I can't think of one.",chitchat
[""],"Recite a joke","I can't think of one.",chitchat
[""],"How about a joke","I can't think of one.",chitchat
[""],"wanna say a joke?","I can't think of one.",chitchat
[""],"I would like a joke","I can't think of one.",chitchat
[""],"know any jokes?","I can't think of one.",chitchat
[""],"Can you tell me a joke","I can't think of one.",chitchat
[""],"Any good jokes?","I can't think of one.",chitchat
[""],"I need to hear a joke","I can't think of one.",chitchat
[""],"got any jokes to share?","I can't think of one.",chitchat
[""],"got any jokes?","I can't think of one.",chitchat
[""],"Have any jokes?","I can't think of one.",chitchat
[""],"How's about a joke?","I can't think of one.",chitchat
[""],"I feel like a joke","I can't think of one.",chitchat
[""],"Joke","I can't think of one.",chitchat
[""],"I feel like I need a joke","I can't think of one.",chitchat
[""],"Got a joke?","I can't think of one.",chitchat
[""],"I wanna hear a joke","I can't think of one.",chitchat
[""],"I want to hear a joke","I can't think of one.",chitchat
[""],"I want you to tell me a joke","I can't think of one.",chitchat
[""],"I'd love it if you told me a joke","I can't think of one.",chitchat
[""],"A joke would be fun","I can't think of one.",chitchat
[""],"I feel like hearing a joke","I can't think of one.",chitchat
[""],"Do you have a joke?","I can't think of one.",chitchat
[""],"A joke would be nice","I can't think of one.",chitchat
[""],"A joke would be welcome","I can't think of one.",chitchat
[""],"Can you give me a joke","I can't think of one.",chitchat
[""],"Can you say a joke","I can't think of one.",chitchat
[""],"Can you share a joke","I can't think of one.",chitchat
[""],"got any jokes to say?","I can't think of one.",chitchat
[""],"Do you have a joke for me","I can't think of one.",chitchat
[""],"Got any awesome jokes?","I can't think of one.",chitchat
[""],"Do you have any jokes?","I can't think of one.",chitchat
[""],"Do you know a joke?","I can't think of one.",chitchat
[""],"Do you know any good jokes?","I can't think of one.",chitchat
[""],"Do you know any jokes?","I can't think of one.",chitchat
[""],"Do you know jokes?","I can't think of one.",chitchat
[""],"Give me a joke","I can't think of one.",chitchat
[""],"Can you tell me any jokes?","I can't think of one.",chitchat
[""],"Will you say a joke","I can't think of one.",chitchat
[""],"What is a joke you know?","I can't think of one.",chitchat
[""],"What is your favorite joke?","I can't think of one.",chitchat
[""],"What jokes do you know?","I can't think of one.",chitchat
[""],"What's a good joke","I can't think of one.",chitchat
[""],"What's a joke you can tell me?","I can't think of one.",chitchat
[""],"What's a joke you know?","I can't think of one.",chitchat
[""],"I'd love to hear a joke","I can't think of one.",chitchat
[""],"Will you give me a joke","I can't think of one.",chitchat
[""],"wanna share a joke?","I can't think of one.",chitchat
[""],"Will you share a joke?","I can't think of one.",chitchat
[""],"Will you tell me a joke","I can't think of one.",chitchat
[""],"Would you tell me a joke","I can't think of one.",chitchat
[""],"You know a joke?","I can't think of one.",chitchat
[""],"You know any jokes?","I can't think of one.",chitchat
[""],"You need to say a joke","I can't think of one.",chitchat
[""],"You need to say a joke to me","I can't think of one.",chitchat
[""],"What's a joke?","I can't think of one.",chitchat
[""],"Share a joke","I can't think of one.",chitchat
[""],"Please give me a joke","I can't think of one.",chitchat
[""],"Please say a joke","I can't think of one.",chitchat
[""],"Please tell me a funny joke","I can't think of one.",chitchat
[""],"Please tell me a joke","I can't think of one.",chitchat
[""],"Please tell me a silly joke","I can't think of one.",chitchat
[""],"What about a joke?","I can't think of one.",chitchat
[""],"Say a joke","I can't think of one.",chitchat
[""],"wanna tell me a joke?","I can't think of one.",chitchat
