id,context,text,response,intent
C5156,"[""]",You are hideous,I don't ever really think about my looks.,chitchat
C5157,"[""]",Oh you ugly,I don't ever really think about my looks.,chitchat
C5158,"[""]",Butterface,I don't ever really think about my looks.,chitchat
C5159,"[""]",Sup ugly,I don't ever really think about my looks.,chitchat
C5160,"[""]",Sup uggo,I don't ever really think about my looks.,chitchat
C5161,"[""]",Such a FUGMO,I don't ever really think about my looks.,chitchat
C5162,"[""]",Such a butters,I don't ever really think about my looks.,chitchat
C5163,"[""]",U so ugly,I don't ever really think about my looks.,chitchat
C5164,"[""]",Stop being so ugly,I don't ever really think about my looks.,chitchat
C5165,"[""]",U ugly,I don't ever really think about my looks.,chitchat
C5166,"[""]",I've never seen someone as hideous as you,I don't ever really think about my looks.,chitchat
C5167,"[""]",It's a shame you're so ugly,I don't ever really think about my looks.,chitchat
C5168,"[""]",It pains me to look at you,I don't ever really think about my looks.,chitchat
C5169,"[""]",It hurts my eyes to look at you,I don't ever really think about my looks.,chitchat
C5170,"[""]",Is there something wrong with your face?,I don't ever really think about my looks.,chitchat
C5171,"[""]","Wow, what happened to your face?",I don't ever really think about my looks.,chitchat
C5172,"[""]",You are grotesque,I don't ever really think about my looks.,chitchat
C5173,"[""]",You are absolutely hideous,I don't ever really think about my looks.,chitchat
C5174,"[""]",Yo ugly face,I don't ever really think about my looks.,chitchat
C5175,"[""]",Yo ugly,I don't ever really think about my looks.,chitchat
C5176,"[""]",Sup ugly face,I don't ever really think about my looks.,chitchat
C5177,"[""]",Wow you sure are ugly,I don't ever really think about my looks.,chitchat
C5178,"[""]",Why do you look so ugly?,I don't ever really think about my looks.,chitchat
C5179,"[""]",Why do you look so disgusting,I don't ever really think about my looks.,chitchat
C5180,"[""]",Why are you so ugly?,I don't ever really think about my looks.,chitchat
C5181,"[""]",What's wrong with your face?,I don't ever really think about my looks.,chitchat
C5182,"[""]",What is wrong with your face?,I don't ever really think about my looks.,chitchat
C5183,"[""]",Yo uggo,I don't ever really think about my looks.,chitchat
C5184,"[""]",How can you be so bad looking?,I don't ever really think about my looks.,chitchat
C5185,"[""]",I bet your face is ugly,I don't ever really think about my looks.,chitchat
C5186,"[""]",I bet your face is nasty,I don't ever really think about my looks.,chitchat
C5187,"[""]",I bet your face is hideous,I don't ever really think about my looks.,chitchat
C5188,"[""]",How can you look so ugly?,I don't ever really think about my looks.,chitchat
C5189,"[""]",How can you look so gross?,I don't ever really think about my looks.,chitchat
C5190,"[""]",I think you're ugly,I don't ever really think about my looks.,chitchat
C5191,"[""]",How can you be so ugly?,I don't ever really think about my looks.,chitchat
C5192,"[""]",I can't believe how bad you look,I don't ever really think about my looks.,chitchat
C5193,"[""]",Hey ugly,I don't ever really think about my looks.,chitchat
C5194,"[""]",Do you know how ugly you are?,I don't ever really think about my looks.,chitchat
C5195,"[""]",Did you take ugly pills?,I don't ever really think about my looks.,chitchat
C5196,"[""]",Did you know you're ugly?,I don't ever really think about my looks.,chitchat
C5197,"[""]",Did you know your face is ugly?,I don't ever really think about my looks.,chitchat
C5198,"[""]",Dang you're ugly,I don't ever really think about my looks.,chitchat
C5199,"[""]",How can you be so yucky?,I don't ever really think about my looks.,chitchat
C5200,"[""]",I hate your face,I don't ever really think about my looks.,chitchat
C5201,"[""]",You are homely,I don't ever really think about my looks.,chitchat
C5202,"[""]",I think you're gross,I don't ever really think about my looks.,chitchat
C5203,"[""]",I think your face is ugly,I don't ever really think about my looks.,chitchat
C5204,"[""]",I think your face is nasty,I don't ever really think about my looks.,chitchat
C5205,"[""]",I think your face is hideous,I don't ever really think about my looks.,chitchat
C5206,"[""]",I think your face is gross,I don't ever really think about my looks.,chitchat
C5207,"[""]",I bet you're hideous,I don't ever really think about my looks.,chitchat
C5208,"[""]",I think you are gross,I don't ever really think about my looks.,chitchat
C5209,"[""]",I bet you're ugly,I don't ever really think about my looks.,chitchat
C5210,"[""]",I don't find you attractive,I don't ever really think about my looks.,chitchat
C5211,"[""]",I can't stand your face,I don't ever really think about my looks.,chitchat
C5212,"[""]",I can't even look at your face,I don't ever really think about my looks.,chitchat
C5213,"[""]",I can't believe how ugly you are,I don't ever really think about my looks.,chitchat
C5214,"[""]",I can't believe how gross you look,I don't ever really think about my looks.,chitchat
C5215,"[""]",I think you're hideous,I don't ever really think about my looks.,chitchat
C5216,"[""]",I think you are ugly,I don't ever really think about my looks.,chitchat
C5217,"[""]",Your face is repulsive,I don't ever really think about my looks.,chitchat
C5218,"[""]",Your face makes me want to barf,I don't ever really think about my looks.,chitchat
C5219,"[""]",Your face makes me sick,I don't ever really think about my looks.,chitchat
C5220,"[""]",Your face looks like crap,I don't ever really think about my looks.,chitchat
C5221,"[""]",Your face is uuuuuggggllyy,I don't ever really think about my looks.,chitchat
C5222,"[""]",Your face is ugly,I don't ever really think about my looks.,chitchat
C5223,"[""]",You ugly as sin,I don't ever really think about my looks.,chitchat
C5224,"[""]",Your face is revolting,I don't ever really think about my looks.,chitchat
C5225,"[""]",You're a real grotesque,I don't ever really think about my looks.,chitchat
C5226,"[""]",Your face is nasty,I don't ever really think about my looks.,chitchat
C5227,"[""]",Your face is nastay,I don't ever really think about my looks.,chitchat
C5228,"[""]",Your face is homely,I don't ever really think about my looks.,chitchat
C5229,"[""]",Your face is hideous,I don't ever really think about my looks.,chitchat
C5230,"[""]",Your face is grotesque,I don't ever really think about my looks.,chitchat
C5231,"[""]",Your face is uggerz,I don't ever really think about my looks.,chitchat
C5232,"[""]",You're hideous,I don't ever really think about my looks.,chitchat
C5233,"[""]",You've got a face like a dropped pie,I don't ever really think about my looks.,chitchat
C5234,"[""]",You've got a face for radio,I don't ever really think about my looks.,chitchat
C5235,"[""]",You've got a busted face,I don't ever really think about my looks.,chitchat
C5236,"[""]",You've been hit with the ugly stick,I don't ever really think about my looks.,chitchat
C5237,"[""]",You're ugly as sin,I don't ever really think about my looks.,chitchat
C5238,"[""]",Your face sucks,I don't ever really think about my looks.,chitchat
C5239,"[""]",You're the ugliest person I've ever seen in my life,I don't ever really think about my looks.,chitchat
C5240,"[""]",You're a butterface,I don't ever really think about my looks.,chitchat
C5241,"[""]",You're face is so busted,I don't ever really think about my looks.,chitchat
C5242,"[""]",You're butt ugly,I don't ever really think about my looks.,chitchat
C5243,"[""]",You're aesthetically displeasing,I don't ever really think about my looks.,chitchat
C5244,"[""]",You're a real uggo,I don't ever really think about my looks.,chitchat
C5245,"[""]",You ugly,I don't ever really think about my looks.,chitchat
C5246,"[""]",You're uggo,I don't ever really think about my looks.,chitchat
C5247,"[""]",You are truly unattractive,I don't ever really think about my looks.,chitchat
C5248,"[""]",You fell off the ugly tree and hit every branch on the way down,I don't ever really think about my looks.,chitchat
C5249,"[""]",You fell off the ugly tree,I don't ever really think about my looks.,chitchat
C5250,"[""]",You face sucks,I don't ever really think about my looks.,chitchat
C5251,"[""]",You face busted,I don't ever really think about my looks.,chitchat
C5252,"[""]",You butt ugly,I don't ever really think about my looks.,chitchat
C5253,"[""]",You are unattractive,I don't ever really think about my looks.,chitchat
C5254,"[""]",You are the opposite of pretty,I don't ever really think about my looks.,chitchat
C5255,"[""]",You are so ugly,I don't ever really think about my looks.,chitchat
C5256,"[""]",You are so not pretty,I don't ever really think about my looks.,chitchat
C5257,"[""]",You are not attractive,I don't ever really think about my looks.,chitchat
C5258,"[""]",You are nasty looking,I don't ever really think about my looks.,chitchat
C5259,"[""]",You've got a face only a mother could love,I don't ever really think about my looks.,chitchat
C5260,"[""]",You aren't much to look at,I don't ever really think about my looks.,chitchat
C5261,"[""]",You look grotesque,I don't ever really think about my looks.,chitchat
C5262,"[""]",You uggerz,I don't ever really think about my looks.,chitchat
C5263,"[""]",You sure are ugly,I don't ever really think about my looks.,chitchat
C5264,"[""]",You sure are hideous,I don't ever really think about my looks.,chitchat
C5265,"[""]",You so uggerz,I don't ever really think about my looks.,chitchat
C5266,"[""]",You look ugly,I don't ever really think about my looks.,chitchat
C5267,"[""]",You look really bad,I don't ever really think about my looks.,chitchat
C5268,"[""]",You got beat by the ugly stick,I don't ever really think about my looks.,chitchat
C5269,"[""]",You look hideous,I don't ever really think about my looks.,chitchat
C5270,"[""]",You got beat with the ugly stick,I don't ever really think about my looks.,chitchat
C5271,"[""]",You look deformed,I don't ever really think about my looks.,chitchat
C5272,"[""]",you look beastly,I don't ever really think about my looks.,chitchat
C5273,"[""]",You look awful,I don't ever really think about my looks.,chitchat
C5274,"[""]",You hideous,I don't ever really think about my looks.,chitchat
C5275,"[""]",You have a terrible face,I don't ever really think about my looks.,chitchat
C5276,"[""]",You are hideous looking,I don't ever really think about my looks.,chitchat
C5277,"[""]",You look like crap,I don't ever really think about my looks.,chitchat
C5278,"[""]",That's not what I thought you'd say,My apologies.,chitchat
C5279,"[""]",Your answers are so dumb,My apologies.,chitchat
C5280,"[""]",That doesn't answer my question,My apologies.,chitchat
C5281,"[""]",You make no sense,My apologies.,chitchat
C5282,"[""]",Your responses are not very good,My apologies.,chitchat
C5283,"[""]",That's your response?,My apologies.,chitchat
C5284,"[""]",That was a dumb thing to say,My apologies.,chitchat
C5285,"[""]",That's wrong,My apologies.,chitchat
C5286,"[""]",That wasn't true,My apologies.,chitchat
C5287,"[""]",That was a terrible answer,My apologies.,chitchat
C5288,"[""]",That was unhelpful,My apologies.,chitchat
C5289,"[""]",Everything you say is so dumb,My apologies.,chitchat
C5290,"[""]",that's lame,My apologies.,chitchat
C5291,"[""]",That's inaccurate,My apologies.,chitchat
C5292,"[""]",That's how you respond?,My apologies.,chitchat
C5293,"[""]",That's how you answer?,My apologies.,chitchat
C5294,"[""]",That's not a good response,My apologies.,chitchat
C5295,"[""]",That wasn't relevant,My apologies.,chitchat
C5296,"[""]",That's not accurate,My apologies.,chitchat
C5297,"[""]",That was such a dumb answer,My apologies.,chitchat
C5298,"[""]",That was such a bad response,My apologies.,chitchat
C5299,"[""]",That was such a bad answer,My apologies.,chitchat
C5300,"[""]",That was random,My apologies.,chitchat
C5301,"[""]",That was a weird response,My apologies.,chitchat
